MSZoning,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,Functional,GarageType,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice
FV,2117,Reg,AllPub,Twnhs,2Story,6,5,2000,GasA,Y,SBrkr,769,756,Typ,Detchd,440,Y,2007,WD,Normal,177000
RL,7588,Reg,AllPub,1Fam,2Story,7,6,1920,GasA,Y,SBrkr,901,901,Typ,Detchd,216,Y,2006,WD,Normal,200100
RL,9060,Reg,AllPub,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,1340,0,Typ,Attchd,252,Y,2007,WD,Normal,120000
RM,11426,Reg,AllPub,1Fam,1.5Fin,7,5,2003,GasA,Y,SBrkr,1362,720,Mod,Detchd,484,N,2008,WD,Normal,200000
RL,7438,IR1,AllPub,1Fam,1.5Fin,5,8,1908,GasA,Y,SBrkr,936,316,Typ,Attchd,576,Y,2006,WD,Normal,127000
RM,22950,IR2,AllPub,1Fam,2.5Fin,10,9,1892,GasA,Y,SBrkr,1518,1518,Typ,Detchd,840,Y,2006,WD,Normal,475000
RL,9947,IR1,AllPub,1Fam,SLvl,7,5,1990,GasA,Y,SBrkr,1217,0,Typ,Attchd,497,Y,2009,WD,Normal,173000
RL,10410,Reg,AllPub,1Fam,1.5Fin,5,7,1916,GasA,Y,SBrkr,808,704,Min2,Detchd,180,N,2009,WD,Normal,135000
RL,7018,Reg,AllPub,Duplex,SFoyer,5,5,1979,GasA,Y,SBrkr,1224,0,Typ,Detchd,528,Y,2009,WD,Alloca,153337
RL,4923,Reg,AllPub,TwnhsE,1Story,8,5,2001,GasA,Y,SBrkr,1593,0,Typ,Attchd,682,Y,2008,WD,Normal,286000
RL,10570,Reg,AllPub,1Fam,2Story,8,8,1932,GasA,Y,SBrkr,1549,1178,Maj1,Detchd,440,Y,2007,WD,Normal,315000
RL,7472,IR1,AllPub,1Fam,2Story,7,9,1972,GasA,Y,SBrkr,725,754,Typ,Attchd,484,Y,2007,WD,Normal,184000
RL,9017,IR1,AllPub,1Fam,1Story,7,5,1999,GasA,Y,SBrkr,1431,0,Typ,Attchd,666,Y,2009,WD,Normal,192000
RM,2522,Reg,AllPub,Twnhs,2Story,7,5,2004,GasA,Y,SBrkr,970,739,Maj1,Detchd,380,Y,2006,WD,Normal,130000
RL,7180,IR1,AllPub,1Fam,1Story,5,7,1972,GasA,Y,SBrkr,864,0,Typ,Detchd,352,Y,2008,WD,Normal,127000
RL,2280,Reg,AllPub,Twnhs,2Story,6,6,1976,GasA,Y,SBrkr,855,601,Typ,Attchd,440,Y,2009,WD,Normal,148500
RL,9416,Reg,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1726,0,Typ,Attchd,786,Y,2007,New,Partial,311872
RL,25419,Reg,AllPub,1Fam,2Story,8,4,1918,GasA,Y,SBrkr,1360,1360,Typ,Detchd,795,Y,2006,WD,Abnorml,235000
RM,5520,Reg,AllPub,1Fam,2.5Fin,6,6,1912,GasA,Y,SBrkr,929,929,Typ,NA,0,Y,2009,WD,Abnorml,104000
RL,9591,Reg,AllPub,1Fam,1Story,8,5,2004,GasA,Y,SBrkr,1713,0,Typ,Attchd,856,Y,2009,WD,Normal,274900
RM,8546,Reg,AllPub,1Fam,1Story,4,5,2003,GasA,Y,SBrkr,1121,0,Typ,Attchd,440,Y,2010,WD,Normal,140000
RL,10125,Reg,AllPub,1Fam,1Story,6,6,1977,GasA,Y,SBrkr,1279,0,Typ,Detchd,473,Y,2008,WD,Normal,171500
RL,7000,Reg,AllPub,1Fam,1.5Fin,6,6,1924,GasA,Y,SBrkr,865,445,Min1,Attchd,398,Y,2006,COD,Normal,112000
RM,4438,Reg,AllPub,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,848,0,Typ,Attchd,420,Y,2008,WD,Normal,149000
RM,3500,Reg,AllPub,1Fam,1.5Fin,5,7,1947,GasA,Y,SBrkr,720,564,Typ,Detchd,240,Y,2009,WD,Normal,110000
RL,11851,Reg,AllPub,1Fam,1Story,7,5,1990,GasA,Y,SBrkr,1442,0,Typ,Attchd,500,Y,2009,WD,Normal,180500
RL,13673,IR1,AllPub,1Fam,1Story,5,5,1962,GasA,Y,SBrkr,1696,0,Min2,Attchd,349,Y,2007,WD,Normal,143900
RL,12493,IR1,AllPub,1Fam,1Story,4,5,1960,GasA,Y,SBrkr,1100,0,Typ,Attchd,312,Y,2008,WD,Normal,141000
RL,14364,IR1,AllPub,1Fam,2Story,7,5,1988,GasA,Y,SBrkr,1180,882,Typ,Attchd,454,Y,2007,WD,Normal,277000
RL,8250,Reg,AllPub,1Fam,1Story,6,7,1964,GasA,Y,SBrkr,1092,0,Typ,Attchd,504,Y,2008,WD,Normal,145000
RL,5604,Reg,AllPub,1Fam,1Story,5,6,1925,GasA,N,FuseA,864,0,Typ,NA,0,Y,2008,WD,Normal,98000
RL,10420,Reg,AllPub,1Fam,1Story,6,5,2009,GasA,Y,SBrkr,1212,0,Typ,Attchd,460,Y,2010,WD,Normal,186000
FV,8640,Reg,AllPub,1Fam,2Story,7,5,2009,GasA,Y,SBrkr,932,920,Typ,Attchd,644,Y,2009,New,Partial,252678
RL,13568,IR2,AllPub,1Fam,1Story,5,5,1995,GasA,Y,SBrkr,990,0,Typ,Attchd,576,Y,2006,WD,Normal,156000
RL,10900,IR1,AllPub,1Fam,2Story,6,7,1977,GasA,Y,SBrkr,689,703,Typ,Attchd,299,Y,2010,WD,Normal,161750
RL,10011,IR1,AllPub,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,1236,0,Min1,Attchd,447,Y,2006,WD,Normal,134450
RL,8450,Reg,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1436,0,Typ,Attchd,484,Y,2008,WD,Normal,210000
RM,9906,Reg,AllPub,1Fam,2Story,4,4,1925,GasA,N,SBrkr,810,518,Typ,Detchd,210,Y,2006,WD,Family,107000
RL,15660,IR1,AllPub,1Fam,1.5Fin,7,9,1939,GasA,Y,SBrkr,1137,817,Typ,Attchd,431,Y,2008,WD,Normal,311500
RL,3010,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1248,0,Typ,Attchd,438,Y,2006,New,Partial,167240
RL,8990,IR1,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1498,0,Typ,Attchd,675,Y,2006,New,Partial,204900
RL,8068,IR1,AllPub,1Fam,2Story,6,5,2002,GasA,Y,SBrkr,1010,1257,Typ,BuiltIn,390,Y,2009,ConLI,Normal,200000
RL,11475,Reg,AllPub,1Fam,2Story,6,6,1975,GasA,Y,SBrkr,811,741,Typ,Attchd,434,Y,2006,WD,Normal,179900
RL,10500,Reg,AllPub,1Fam,1Story,4,6,1971,GasA,Y,SBrkr,864,0,Typ,Detchd,576,Y,2009,WD,Abnorml,97000
RL,13472,Reg,AllPub,1Fam,1Story,10,5,2003,GasA,Y,SBrkr,2392,0,Typ,Attchd,968,Y,2009,WD,Normal,386250
RM,1680,Reg,AllPub,Twnhs,2Story,5,5,1971,GasA,Y,SBrkr,630,672,Typ,Detchd,280,Y,2009,COD,Abnorml,112000
RL,9950,IR1,AllPub,1Fam,2Story,7,5,1995,GasA,Y,SBrkr,1214,1306,Typ,Attchd,721,Y,2007,WD,Abnorml,290000
RM,1869,Reg,AllPub,Twnhs,2Story,6,6,1970,GasA,Y,SBrkr,483,504,Typ,Detchd,280,Y,2008,WD,Normal,106000
RL,8521,Reg,AllPub,1Fam,1Story,5,5,1967,GasA,Y,SBrkr,912,0,Typ,Detchd,336,Y,2010,WD,Normal,125000
RL,3182,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1555,0,Typ,Attchd,430,Y,2009,WD,Normal,192500
RL,8760,Reg,AllPub,1Fam,1Story,6,6,1959,GasA,Y,SBrkr,1194,0,Typ,Attchd,312,Y,2010,WD,Normal,148000
RL,15138,IR1,AllPub,1Fam,2Story,8,5,1995,GasA,Y,SBrkr,1490,1304,Typ,Attchd,810,Y,2009,WD,Normal,403000
RM,1680,Reg,AllPub,Twnhs,2Story,6,5,1972,GasA,Y,SBrkr,483,504,Typ,Attchd,288,Y,2006,WD,Normal,94500
RL,10650,Reg,AllPub,1Fam,1Story,5,6,1976,GasA,Y,SBrkr,894,0,Typ,Attchd,308,Y,2010,WD,Normal,128200
RL,7851,Reg,AllPub,1Fam,2Story,6,5,2002,GasA,Y,SBrkr,860,1100,Typ,BuiltIn,440,Y,2010,WD,Normal,216500
RM,1680,Reg,AllPub,TwnhsE,2Story,6,3,1971,GasA,Y,SBrkr,483,504,Typ,Detchd,264,Y,2008,WD,Normal,89500
RL,8773,Reg,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1414,0,Typ,Attchd,494,Y,2010,WD,Normal,185500
RL,9453,IR1,AllPub,1Fam,2Story,7,7,1993,GasA,Y,SBrkr,1014,730,Typ,Attchd,457,Y,2010,WD,Normal,194500
RL,12030,Reg,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,1694,0,Typ,Attchd,818,Y,2007,New,Partial,318000
RL,8741,Reg,AllPub,1Fam,1.5Fin,6,4,1945,GasA,Y,FuseA,798,689,Typ,Detchd,220,Y,2010,WD,Normal,113000
FV,9000,Reg,AllPub,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,1566,0,Typ,Attchd,750,Y,2010,WD,Normal,262500
RM,3880,Reg,AllPub,1Fam,1Story,5,9,1945,GasA,Y,SBrkr,866,0,Typ,NA,0,Y,2007,WD,Normal,110500
RM,5000,Reg,AllPub,1Fam,1.5Fin,5,4,1900,GasA,N,FuseA,889,551,Typ,Attchd,352,Y,2006,WD,Normal,79000
RL,10762,Reg,AllPub,TwnhsE,2Story,6,6,1980,GasA,Y,SBrkr,626,591,Typ,Attchd,288,Y,2009,WD,Normal,120000
RL,8880,IR1,AllPub,1Fam,2Story,7,5,1994,GasA,Y,SBrkr,1222,888,Typ,Attchd,463,Y,2010,WD,Normal,205000
RL,10400,Reg,AllPub,1Fam,1Story,7,5,1988,GasA,Y,SBrkr,1872,0,Typ,Attchd,604,Y,2006,WD,Normal,241500
RM,9142,Reg,AllPub,2fmCon,2Story,6,8,1910,GasA,N,FuseP,908,1020,Typ,Detchd,440,Y,2006,WD,Normal,137000
RL,11310,Reg,AllPub,1Fam,1Story,6,5,1954,GasA,Y,SBrkr,1375,0,Typ,Attchd,451,Y,2006,WD,Normal,140000
RL,11317,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,840,828,Typ,Attchd,500,Y,2007,WD,Normal,180000
RL,159000,IR2,AllPub,1Fam,1.5Fin,6,7,1958,GasA,Y,SBrkr,1444,700,Typ,Attchd,389,Y,2007,WD,Normal,277000
RL,5350,IR1,AllPub,1Fam,1Story,3,2,1940,GasA,Y,SBrkr,1306,0,Mod,NA,0,Y,2010,WD,Normal,76500
RM,4750,IR1,AllPub,TwnhsE,1Story,8,5,2006,GasA,Y,SBrkr,1625,0,Typ,Attchd,538,Y,2007,WD,Family,235000
RL,8366,IR1,AllPub,1Fam,2Story,6,5,2004,GasA,Y,SBrkr,798,842,Typ,Attchd,520,Y,2008,WD,Normal,173000
RL,9350,Reg,AllPub,1Fam,SLvl,6,7,1964,GasA,Y,SBrkr,1302,0,Min1,Attchd,309,Y,2007,CWD,Normal,158000
RL,8400,Reg,AllPub,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,1314,0,Typ,Attchd,294,Y,2010,WD,Normal,145000
RL,8738,IR1,AllPub,1Fam,2Story,7,5,1999,GasA,Y,SBrkr,1005,1286,Typ,BuiltIn,429,Y,2006,WD,Normal,230000
FV,8791,IR1,AllPub,1Fam,2Story,6,5,2003,GasA,Y,SBrkr,864,864,Typ,Attchd,673,Y,2008,WD,Normal,207500
RL,8814,Reg,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1604,0,Typ,Attchd,660,Y,2009,WD,Abnorml,220000
RL,12435,Reg,AllPub,1Fam,2Story,7,5,2001,GasA,Y,SBrkr,963,829,Typ,Attchd,564,Y,2008,WD,Normal,231500
RM,12702,Reg,AllPub,1Fam,1Story,5,5,1956,GasA,Y,FuseA,882,0,Typ,Detchd,308,Y,2008,WD,Normal,97000
RL,19296,Reg,AllPub,1Fam,SLvl,6,5,1962,GasA,Y,SBrkr,1382,0,Typ,Attchd,884,Y,2009,WD,Normal,176000
RL,9588,IR1,AllPub,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,1482,1092,Typ,BuiltIn,868,Y,2007,New,Partial,276000
RL,8471,IR1,AllPub,1Fam,SLvl,6,7,1977,GasA,Y,SBrkr,1212,0,Typ,Attchd,492,Y,2006,WD,Normal,151000
RM,5500,Reg,AllPub,1Fam,1.5Fin,5,7,1929,GasA,Y,SBrkr,926,0,Typ,Detchd,484,Y,2010,WD,Normal,130000
RM,5232,IR3,AllPub,1Fam,1Story,5,5,1925,GasA,N,FuseP,764,0,Typ,Detchd,504,N,2008,WD,Normal,73000
RL,12090,IR1,AllPub,1Fam,1Story,6,6,1981,GasA,Y,SBrkr,1422,0,Typ,Attchd,576,Y,2008,WD,Normal,175500
RL,11207,IR1,AllPub,1Fam,2Story,6,5,1997,GasA,Y,SBrkr,802,709,Typ,Attchd,413,Y,2006,WD,Normal,185000
RL,8400,Reg,AllPub,1Fam,2.5Fin,5,8,1939,GasA,Y,SBrkr,1052,720,Typ,Detchd,240,Y,2008,WD,Normal,179500
RM,6900,Reg,AllPub,1Fam,1Story,5,6,1940,GasA,Y,SBrkr,778,0,Typ,Detchd,924,Y,2008,WD,Normal,120500
RL,7917,IR1,AllPub,1Fam,1Story,6,7,1976,GasA,Y,SBrkr,1113,0,Typ,Attchd,504,Y,2007,WD,Normal,148000
FV,10728,Reg,AllPub,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,1095,844,Typ,Attchd,1053,Y,2006,New,Partial,266000
RL,39104,IR1,AllPub,1Fam,1Story,7,7,1954,GasA,Y,SBrkr,1363,0,Mod,Attchd,439,Y,2008,WD,Normal,241500
RL,11764,IR1,AllPub,1Fam,2Story,8,7,1999,GasA,Y,SBrkr,1164,1106,Typ,Attchd,671,Y,2010,WD,Normal,290000
RL,9600,Reg,AllPub,1Fam,1Story,6,6,1958,GasA,Y,SBrkr,1632,0,Min1,Attchd,338,Y,2009,WD,Normal,139000
RL,8314,Reg,AllPub,1Fam,1Story,5,7,1982,GasA,Y,SBrkr,816,0,Typ,Attchd,264,Y,2007,WD,Normal,124500
RL,7264,Reg,AllPub,1Fam,1.5Fin,7,7,1925,GasW,N,SBrkr,952,596,Typ,Detchd,672,Y,2009,WD,Normal,205000
RL,9196,IR1,AllPub,1Fam,1Story,7,5,2003,GasA,Y,SBrkr,1560,0,Typ,Attchd,573,Y,2010,WD,Normal,201000
RL,19138,Reg,AllPub,1Fam,1Story,4,5,1951,GasA,Y,SBrkr,864,0,Typ,Detchd,400,Y,2010,WD,Normal,141000
RL,14450,Reg,AllPub,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,2121,0,Typ,Attchd,732,Y,2007,New,Partial,415298
RL,10005,Reg,AllPub,1Fam,2Story,7,5,1977,GasA,Y,SBrkr,1156,866,Typ,Attchd,505,Y,2008,WD,Normal,192000
RL,11287,Reg,AllPub,1Fam,2Story,7,6,1989,GasA,Y,SBrkr,1175,807,Typ,Attchd,575,Y,2007,WD,Normal,228500
FV,7200,Reg,AllPub,1Fam,1Story,6,5,2006,GasA,Y,SBrkr,1262,0,Typ,Attchd,572,Y,2006,New,Partial,185000
RL,5063,Reg,AllPub,Twnhs,1Story,7,5,2007,GasA,Y,SBrkr,1314,0,Typ,Attchd,626,Y,2009,ConLw,Normal,207500
RL,9612,Reg,AllPub,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,1468,0,Typ,Attchd,898,Y,2009,New,Partial,244600
RL,8012,Reg,AllPub,TwnhsE,1Story,6,5,1992,GasA,Y,SBrkr,1575,0,Typ,Attchd,529,Y,2007,WD,Normal,179200
FV,4251,IR1,AllPub,TwnhsE,2Story,7,5,2006,GasA,Y,SBrkr,625,625,Typ,Detchd,528,Y,2007,New,Partial,164700
RL,9786,IR1,AllPub,1Fam,1.5Fin,6,7,1962,GasA,Y,SBrkr,1085,649,Typ,Attchd,440,Y,2006,WD,Normal,159000
RL,8125,IR1,AllPub,1Fam,1Story,4,4,1971,GasA,Y,SBrkr,858,0,Typ,NA,0,Y,2006,WD,Normal,88000
RL,9819,IR1,AllPub,1Fam,1Story,5,5,1967,GasA,Y,SBrkr,900,0,Typ,Detchd,280,Y,2010,WD,Normal,122000
RL,8730,Reg,AllPub,1Fam,2Story,6,7,1915,GasA,Y,FuseA,698,698,Typ,Detchd,384,Y,2007,WD,Normal,153575
RL,15611,Reg,AllPub,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,1079,840,Typ,Attchd,685,Y,2006,New,Partial,233230
RL,5687,Reg,AllPub,2fmCon,2Story,5,6,1912,GasA,N,SBrkr,936,780,Typ,NA,0,N,2008,WD,Normal,135900
RL,11409,Reg,AllPub,1Fam,1.5Fin,5,4,1949,GasA,Y,SBrkr,1148,568,Min2,Attchd,281,Y,2009,WD,Normal,131000
RL,16659,IR1,AllPub,1Fam,2Story,7,7,1977,GasA,Y,SBrkr,1468,795,Typ,Attchd,539,Y,2006,WD,Normal,235000
RL,9600,Reg,AllPub,1Fam,1Story,6,5,1953,GasA,Y,SBrkr,1644,0,Typ,Attchd,418,Y,2009,WD,Normal,167000
RL,7937,IR1,AllPub,1Fam,SLvl,6,6,1984,GasA,Y,SBrkr,1003,0,Typ,Detchd,588,Y,2006,WD,Normal,142500
RM,13710,Reg,AllPub,1Fam,1.5Fin,5,5,1950,GasA,Y,FuseA,910,648,Typ,Attchd,282,Y,2007,WD,Normal,152000
FV,7399,IR1,AllPub,1Fam,2Story,7,5,1997,GasA,Y,SBrkr,975,975,Typ,Detchd,576,Y,2007,WD,Normal,239000
RL,11700,Reg,AllPub,1Fam,2Story,6,6,1968,GasA,Y,SBrkr,1041,702,Typ,Attchd,539,Y,2007,WD,Normal,175000
RL,14000,Reg,AllPub,1Fam,1Story,6,8,1950,GasA,Y,SBrkr,1152,0,Typ,Attchd,300,Y,2009,WD,Family,158500
RL,15750,Reg,AllPub,2fmCon,1Story,5,5,1953,GasA,Y,SBrkr,1336,0,Typ,Attchd,375,Y,2006,WD,Normal,157000
RL,16226,IR3,AllPub,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,1210,1242,Typ,BuiltIn,683,Y,2007,WD,Normal,267000
RL,13704,IR1,AllPub,1Fam,1Story,7,5,2001,GasA,Y,SBrkr,1541,0,Typ,Attchd,843,Y,2006,WD,Normal,205000
RL,9800,Reg,AllPub,1Fam,1Story,5,7,1972,GasA,Y,SBrkr,894,0,Typ,Attchd,552,Y,2006,WD,Abnorml,149900
RM,18386,Reg,AllPub,1Fam,2.5Fin,7,9,1880,GasA,Y,SBrkr,1675,1818,Typ,Attchd,870,Y,2008,WD,Normal,295000
RL,10386,Reg,AllPub,1Fam,1Story,8,5,2004,GasA,Y,SBrkr,2000,0,Typ,Attchd,888,Y,2007,WD,Normal,305900
RL,13474,Reg,AllPub,1Fam,2Story,7,5,1990,GasA,Y,SBrkr,1122,1121,Typ,Attchd,746,Y,2007,WD,Normal,225000
RM,7920,IR1,AllPub,1Fam,1.5Fin,6,7,1920,GasA,Y,FuseA,1035,371,Typ,NA,0,N,2008,WD,Normal,89500
RL,12342,IR1,AllPub,1Fam,1Story,4,5,1940,GasA,Y,SBrkr,861,0,Typ,Detchd,539,Y,2009,WD,Normal,82500
RL,12378,IR1,AllPub,1Fam,1Story,9,5,2003,GasA,Y,SBrkr,1944,0,Typ,Attchd,708,Y,2006,WD,Normal,360000
RL,7685,IR1,AllPub,1Fam,2Story,6,5,1993,GasA,Y,SBrkr,697,804,Typ,Attchd,420,Y,2006,WD,Normal,165600
RL,8000,Reg,AllPub,1Fam,1Story,6,6,1948,GasA,Y,SBrkr,972,0,Typ,Detchd,240,Y,2009,WD,Normal,132000
RM,7800,Reg,AllPub,2fmCon,1.5Fin,5,7,1939,GasA,Y,SBrkr,793,325,Typ,Detchd,410,Y,2006,WD,Normal,119900
RL,215245,IR3,AllPub,1Fam,1Story,7,5,1965,GasW,Y,SBrkr,2036,0,Typ,Attchd,513,Y,2009,WD,Normal,375000
RM,9600,Reg,AllPub,1Fam,2Story,7,7,1925,GasA,Y,SBrkr,832,809,Typ,Detchd,546,Y,2006,WD,Normal,178000
RL,7795,IR1,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,716,716,Typ,Attchd,432,Y,2009,WD,Normal,188500
RL,13005,IR1,AllPub,1Fam,2Story,7,7,1980,GasA,Y,SBrkr,1153,1200,Typ,Attchd,484,Y,2009,WD,Normal,260000
FV,9000,Reg,AllPub,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,1088,871,Typ,Attchd,1025,Y,2007,WD,Normal,270000
RL,9900,Reg,AllPub,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,1372,1274,Typ,Attchd,656,Y,2009,WD,Normal,260000
RL,14115,Reg,AllPub,1Fam,SLvl,7,5,1980,GasA,Y,SBrkr,1472,0,Typ,Attchd,588,Y,2009,WD,Normal,187500
RL,16259,Reg,AllPub,1Fam,2Story,9,5,2006,GasA,Y,SBrkr,1249,1347,Typ,Attchd,840,Y,2006,New,Partial,342643
RL,12099,IR1,AllPub,1Fam,2Story,8,5,2004,GasA,Y,SBrkr,1136,1332,Typ,BuiltIn,872,Y,2007,WD,Normal,354000
RL,10380,IR1,AllPub,1Fam,2Story,7,5,1986,GasA,Y,SBrkr,1553,1177,Typ,Attchd,576,Y,2007,WD,Normal,301000
RM,5820,Reg,AllPub,1Fam,1Story,3,8,1955,GasA,Y,SBrkr,1163,0,Typ,Attchd,220,Y,2006,WD,Normal,126175
RL,11275,Reg,AllPub,1Fam,SLvl,7,7,1967,GasA,Y,SBrkr,1898,1080,Typ,BuiltIn,564,Y,2010,WD,Normal,242000
RM,5000,Reg,AllPub,1Fam,1.5Unf,5,6,1941,GasA,N,FuseF,803,0,Typ,Detchd,360,Y,2007,WD,Normal,87000
RL,10846,IR1,AllPub,TwnhsE,1Story,8,5,1993,GasA,Y,SBrkr,1719,0,Typ,Attchd,473,Y,2008,Con,Normal,324000
RL,11600,Reg,AllPub,1Fam,1Story,6,5,1960,GasA,Y,SBrkr,1383,0,Typ,Attchd,292,Y,2006,WD,Normal,145250
RL,11888,IR1,AllPub,1Fam,2.5Unf,6,6,1916,GasA,N,FuseA,1445,689,Typ,Detchd,441,Y,2009,WD,Normal,214500
RM,6402,Reg,AllPub,1Fam,2Story,5,5,1920,GasA,N,SBrkr,596,596,Typ,Detchd,189,N,2009,WD,Normal,78000
RL,10624,IR1,AllPub,Duplex,1Story,5,4,1964,GasA,Y,SBrkr,1728,0,Typ,Detchd,352,Y,2007,WD,Normal,119000
RL,8176,Reg,AllPub,1Fam,1Story,5,6,1958,GasA,Y,SBrkr,1056,0,Typ,Attchd,308,Y,2007,WD,Normal,139000
RL,10655,IR1,AllPub,1Fam,1Story,8,5,2003,GasA,Y,SBrkr,1629,0,Typ,Attchd,880,Y,2009,WD,Normal,284000
RM,8198,Reg,AllPub,TwnhsE,1Story,7,5,2004,GasA,Y,SBrkr,1358,0,Typ,Attchd,484,Y,2008,WD,Normal,207000
RL,9042,IR1,AllPub,1Fam,2Story,6,5,1998,GasA,Y,SBrkr,943,695,Typ,Attchd,472,Y,2008,WD,Normal,192000
RL,164660,IR1,AllPub,2fmCon,1.5Fin,5,6,1965,GasA,Y,SBrkr,1619,167,Typ,Attchd,529,Y,2008,WD,Normal,228950
RL,14157,IR1,AllPub,1Fam,1Story,9,5,2005,GasA,Y,SBrkr,1922,0,Typ,Attchd,676,Y,2007,WD,Normal,377426
RL,9135,Reg,AllPub,1Fam,1Story,7,5,2002,GasA,Y,SBrkr,1536,0,Typ,Attchd,532,Y,2008,WD,Normal,214000
RL,14145,Reg,AllPub,1Fam,1Story,7,7,1984,GasA,Y,SBrkr,1621,0,Typ,Attchd,440,Y,2006,WD,Normal,202500
RL,12400,IR1,AllPub,1Fam,1Story,6,7,1958,GasA,Y,FuseA,1215,0,Typ,Attchd,297,Y,2009,WD,Normal,155000
RL,14191,Reg,AllPub,1Fam,2Story,8,5,2002,GasA,Y,SBrkr,993,915,Typ,Attchd,431,Y,2010,WD,Normal,202900
RH,8400,Reg,AllPub,1Fam,1Story,4,4,1950,GasA,Y,SBrkr,841,0,Typ,CarPort,294,N,2009,WD,Normal,82000
RL,8544,Reg,AllPub,Duplex,1Story,3,4,1949,Wall,N,FuseA,1040,0,Typ,Detchd,400,Y,2006,WD,Normal,87500
RL,8849,IR1,AllPub,TwnhsE,1Story,9,5,2005,GasA,Y,SBrkr,1684,0,Typ,Attchd,564,Y,2008,WD,Normal,266000
RM,2592,Reg,AllPub,TwnhsE,2Story,5,3,1976,GasA,Y,SBrkr,536,576,Typ,Attchd,336,Y,2010,WD,Normal,85000
RL,6435,Reg,AllPub,1Fam,1.5Fin,6,5,1939,GasA,Y,SBrkr,972,605,Typ,Detchd,312,Y,2006,WD,Normal,140200
RL,12772,IR1,AllPub,1Fam,1Story,6,8,1960,GasA,Y,SBrkr,958,0,Typ,Attchd,301,Y,2007,WD,Normal,151500
RL,17600,IR1,AllPub,1Fam,1Story,6,5,1960,GasA,Y,FuseA,1478,0,Typ,Attchd,498,Y,2009,WD,Normal,157500
RL,2448,Reg,AllPub,Twnhs,2Story,7,5,2003,GasA,Y,SBrkr,764,862,Typ,BuiltIn,474,Y,2008,WD,Normal,154000
RL,20431,IR2,AllPub,1Fam,2Story,9,5,2005,GasA,Y,SBrkr,1848,880,Typ,Attchd,706,Y,2006,New,Partial,437154
RL,7820,IR1,AllPub,TwnhsE,1Story,9,5,2007,GasA,Y,SBrkr,1869,0,Typ,Attchd,617,Y,2007,New,Partial,318061
RL,5271,IR1,AllPub,1Fam,1Story,7,5,1986,GasA,Y,SBrkr,1453,0,Typ,Attchd,445,Y,2006,WD,Abnorml,190000
RL,9084,Reg,AllPub,1Fam,1.5Fin,5,6,1941,GasA,N,SBrkr,616,495,Typ,Detchd,200,Y,2008,ConLw,Normal,95000
RM,8520,Reg,AllPub,1Fam,1Story,6,8,1928,GasA,Y,SBrkr,720,0,Typ,Detchd,484,Y,2010,WD,Normal,105900
RL,8400,Reg,AllPub,1Fam,1.5Fin,6,5,1940,GasA,Y,SBrkr,1192,403,Typ,Attchd,240,Y,2006,WD,Normal,140000
RL,11249,IR2,AllPub,1Fam,1Story,6,5,1995,GasA,Y,SBrkr,1200,0,Typ,Attchd,521,Y,2007,WD,Normal,177500
RL,9248,IR1,AllPub,1Fam,1Story,6,6,1992,GasA,Y,SBrkr,1167,0,Typ,Attchd,400,Y,2009,WD,Normal,173000
RM,4224,Reg,AllPub,TwnhsE,1Story,5,5,1976,GasA,Y,SBrkr,1142,0,Typ,Attchd,528,Y,2007,WD,Normal,134000
RL,6930,IR1,AllPub,1Fam,SLvl,5,4,1958,GasA,Y,FuseF,1352,0,Min2,BuiltIn,288,Y,2006,WD,Abnorml,130000
RL,12011,IR1,AllPub,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,1086,838,Typ,Attchd,592,Y,2006,WD,Normal,280000
RL,7540,IR1,AllPub,1Fam,SFoyer,6,6,1978,GasA,Y,SBrkr,912,0,Typ,Attchd,470,Y,2007,WD,Normal,156000
